user_id,skills,interests,analytical,creative,social,education,experience,target_careers
u225,"Machine Learning,Statistics,Excel","Education,Arts",0.72,0.82,0.66,Bachelor,0,"Business Analyst,Marketing Specialist"
u226,"Machine Learning,Excel,UI/UX,Java,Leadership","Education,Management,Sports",0.83,0.35,0.43,Master,0,Software Engineer
u227,"Creative Writing,Machine Learning,Cloud Computing",Arts,0.65,0.8,0.23,Master,8,"UX Designer,Marketing Specialist,Data Scientist"
u228,"Project Management,Python,Data Analysis",Science,0.53,0.61,0.67,Bachelor,0,Marketing Specialist
u229,"Machine Learning,SQL","Management,Arts,Health",0.92,0.66,0.54,Bachelor,6,"Financial Analyst,Research Scientist"
u230,"Data Analysis,Business Strategy,Python,Machine Learning,Project Management",Business,0.22,0.73,0.74,Master,4,"Financial Analyst,Business Analyst,Research Scientist"
u231,"UI/UX,Statistics,Java,SQL","Management,Technology",1.0,0.24,0.73,PhD,3,"Software Engineer,Financial Analyst,Data Scientist"
u232,"Creative Writing,Communication","Science,Health,Education",0.47,0.67,0.32,High School,0,"Business Analyst,Product Manager,Data Scientist"
u233,"Excel,Business Strategy,Project Management,Cloud Computing","Technology,Management",0.21,0.6,0.29,PhD,9,Product Manager
u234,"Creative Writing,SQL","Technology,Health,Education",0.65,0.76,0.57,High School,7,Research Scientist
u235,"Data Analysis,SQL,Creative Writing,Cloud Computing,Project Management","Science,Arts",0.5,0.78,0.33,Bachelor,8,UX Designer
u236,"Communication,Cloud Computing,Leadership","Education,Science,Business",0.37,0.53,0.99,PhD,10,"Software Engineer,Research Scientist,Product Manager"
u237,"UI/UX,Project Management",Health,0.76,0.37,0.39,PhD,4,Research Scientist
u238,"UI/UX,Statistics","Technology,Business",0.91,0.27,0.81,PhD,9,Software Engineer
u239,"Business Strategy,Cloud Computing,SQL","Health,Science,Sports",0.76,0.83,0.64,Master,4,"Business Analyst,Financial Analyst"
u240,"Business Strategy,Leadership,UI/UX,Communication,Cloud Computing",Technology,0.94,0.41,0.9,PhD,1,"UX Designer,Software Engineer,Data Scientist"
u241,"Communication,UI/UX,Java,Statistics","Arts,Sports,Education",0.86,0.41,0.88,High School,4,"Financial Analyst,Research Scientist"
u242,"SQL,Business Strategy,Data Analysis,UI/UX,Java",Health,0.73,0.65,0.42,Master,8,Data Scientist
u243,"Business Strategy,Communication,Leadership",Sports,0.23,0.46,0.43,High School,8,"UX Designer,Marketing Specialist,Research Scientist"
u244,"Statistics,Creative Writing,Project Management,SQL","Technology,Arts",0.46,0.27,0.54,Bachelor,1,"Business Analyst,UX Designer,Product Manager"
u245,"Statistics,Leadership",Arts,0.62,0.6,0.5,Master,4,Software Engineer
u246,"Leadership,Java,SQL,Communication,Python","Management,Sports,Technology",0.33,0.8,0.71,Master,0,"Data Scientist,Software Engineer"
u247,"Statistics,Data Analysis,UI/UX","Health,Sports",1.0,0.24,0.53,Bachelor,8,"UX Designer,Business Analyst"
u248,"Statistics,UI/UX,Creative Writing,Machine Learning",Business,0.63,0.34,0.36,Bachelor,0,"Product Manager,Marketing Specialist"
u249,"Statistics,Data Analysis,Business Strategy,Leadership,Machine Learning","Business,Education",0.26,0.79,0.57,Bachelor,5,"Business Analyst,Marketing Specialist"
u250,"Business Strategy,Cloud Computing,Leadership,Java,Creative Writing",Arts,0.21,0.42,0.25,PhD,3,Business Analyst
u251,"Cloud Computing,Creative Writing,Project Management,Machine Learning","Management,Arts",0.45,0.34,0.62,High School,8,Product Manager
u252,"Communication,UI/UX,Statistics",Management,0.37,0.54,0.45,Master,5,"Business Analyst,Software Engineer"
u253,"UI/UX,Java,Business Strategy,Python,Leadership","Arts,Science,Sports",0.95,0.55,0.42,High School,9,"Product Manager,Business Analyst,Data Scientist"
u254,"Business Strategy,Leadership,UI/UX,SQL,Python",Sports,0.81,0.75,0.65,Bachelor,5,"UX Designer,Business Analyst"
u255,"Cloud Computing,SQL,Creative Writing,Python","Management,Business",0.45,0.7,0.79,Master,7,Marketing Specialist
u256,"Communication,Leadership,Statistics,SQL",Sports,0.87,0.76,0.29,Bachelor,3,Research Scientist
u257,"Java,UI/UX,Project Management",Management,0.76,0.85,0.73,Bachelor,9,"Product Manager,Marketing Specialist"
u258,"Communication,SQL","Business,Sports",0.2,0.64,0.59,Bachelor,10,UX Designer
u259,"Data Analysis,Project Management","Business,Health",0.49,0.21,0.96,Bachelor,3,Marketing Specialist
u260,"Leadership,Python,Project Management,Statistics,Creative Writing",Business,0.77,0.54,0.96,High School,10,UX Designer
u261,"Project Management,Leadership,Business Strategy,UI/UX,Excel","Technology,Business",0.94,0.26,0.84,Bachelor,3,Financial Analyst
u262,"Project Management,SQL,Leadership","Sports,Science",0.64,0.82,0.43,Bachelor,4,UX Designer
u263,"Creative Writing,Machine Learning,SQL,Leadership",Arts,0.85,0.74,0.43,High School,8,"Financial Analyst,Product Manager"
u264,"Statistics,Excel,Business Strategy,Cloud Computing,Java","Science,Business,Education",0.45,0.44,0.32,Bachelor,4,Data Scientist
u265,"SQL,Cloud Computing",Education,0.69,0.83,0.76,High School,6,Business Analyst
u266,"SQL,Leadership,Machine Learning,UI/UX,Project Management","Technology,Health",0.38,0.41,0.39,Master,6,Business Analyst
u267,"Excel,Python,SQL,Communication","Education,Management,Science",0.98,0.86,0.89,Master,1,"Product Manager,Financial Analyst,Data Scientist"
u268,"Leadership,Cloud Computing,SQL,Java",Management,0.99,0.59,0.54,PhD,1,"Business Analyst,Research Scientist"
u269,"Communication,Leadership,Data Analysis","Health,Sports,Science",0.92,0.6,0.74,PhD,4,"UX Designer,Data Scientist"
u270,"Project Management,Business Strategy,Excel","Science,Management",0.91,0.92,0.47,High School,2,"UX Designer,Marketing Specialist,Financial Analyst"
u271,"Communication,Creative Writing,Cloud Computing,Statistics",Technology,0.68,0.57,0.99,High School,10,Marketing Specialist
u272,"Statistics,Leadership,Machine Learning,Data Analysis",Sports,0.55,0.4,0.91,PhD,7,"Financial Analyst,Product Manager,Data Scientist"
u273,"Creative Writing,Leadership,Data Analysis",Science,0.36,0.71,0.75,PhD,10,Business Analyst
u274,"Java,Excel,Python,Data Analysis,Cloud Computing",Health,0.97,0.54,0.71,Bachelor,6,"Financial Analyst,Research Scientist"
u275,"UI/UX,Data Analysis,Communication","Education,Business,Technology",0.35,0.39,0.57,Bachelor,6,Financial Analyst
u276,"Statistics,Leadership","Sports,Education,Health",0.41,0.71,0.51,PhD,9,Data Scientist
u277,"Communication,Cloud Computing,Leadership,Java",Health,0.67,0.38,0.73,Master,10,"Software Engineer,Product Manager"
u278,"Java,Python","Arts,Management,Science",0.4,0.4,0.98,High School,8,"Business Analyst,Product Manager,Data Scientist"
u279,"Machine Learning,UI/UX,Data Analysis,Business Strategy,Creative Writing","Science,Technology",0.91,0.33,0.9,Bachelor,1,Research Scientist
u280,"Statistics,Java,Excel,Communication,Business Strategy","Sports,Education,Health",0.86,0.61,0.84,Master,1,Marketing Specialist
u281,"UI/UX,Java,Creative Writing","Education,Management,Arts",0.58,0.69,0.79,High School,2,"Marketing Specialist,Data Scientist"
u282,"Cloud Computing,Creative Writing,Machine Learning,Java","Education,Management",0.79,0.92,0.31,Bachelor,10,"Research Scientist,Business Analyst,Marketing Specialist"
u283,"Python,SQL,Statistics",Technology,0.56,0.95,0.55,High School,6,"Marketing Specialist,Financial Analyst"
u284,"Java,Business Strategy,Creative Writing,Statistics","Sports,Education,Health",0.54,0.45,0.79,Bachelor,3,"Financial Analyst,UX Designer,Marketing Specialist"
u285,"Communication,Project Management,Statistics,Data Analysis",Health,0.37,0.98,0.98,Master,2,"Financial Analyst,Research Scientist"
u286,"Python,Statistics,Business Strategy,Java,Creative Writing",Technology,0.26,0.67,0.58,PhD,4,"UX Designer,Research Scientist"
u287,"Statistics,Business Strategy",Arts,0.37,0.62,0.66,Bachelor,3,UX Designer
u288,"Data Analysis,Business Strategy,Statistics","Sports,Education",0.67,0.55,0.9,High School,8,"UX Designer,Product Manager"
u289,"Data Analysis,Excel,Java,Cloud Computing","Arts,Sports,Education",0.67,0.77,0.33,Bachelor,6,"Research Scientist,Product Manager"
u290,"Excel,UI/UX,Leadership,SQL",Arts,0.9,0.92,0.91,PhD,8,Software Engineer
u291,"Creative Writing,Communication","Business,Health,Education",0.45,0.49,0.8,High School,8,"Data Scientist,Marketing Specialist"
u292,"SQL,UI/UX,Machine Learning,Business Strategy",Health,0.49,0.8,0.37,PhD,2,Data Scientist
u293,"Machine Learning,Data Analysis,Excel,SQL","Sports,Arts,Science",0.94,0.99,0.23,High School,6,"Marketing Specialist,Business Analyst,Research Scientist"
u294,"Java,UI/UX,Python,Communication","Sports,Education,Health",0.38,0.65,0.24,Master,6,"Business Analyst,Research Scientist,Financial Analyst"
u295,"SQL,Creative Writing",Business,0.38,0.39,0.22,Bachelor,2,Data Scientist
u296,"Communication,Project Management,Java,Leadership","Science,Sports,Management",0.9,0.91,0.7,Master,10,"Research Scientist,Data Scientist"
u297,"Data Analysis,Java,Communication,SQL,Creative Writing","Health,Sports,Education",0.5,0.94,0.25,PhD,1,"Data Scientist,Software Engineer"
u298,"Leadership,Data Analysis,Creative Writing","Arts,Health",0.63,0.88,0.37,Bachelor,8,Business Analyst
u299,"Communication,Data Analysis,Machine Learning","Technology,Business,Science",0.66,0.27,0.51,PhD,9,Data Scientist
u300,"Communication,SQL",Management,0.37,0.63,0.93,Bachelor,3,"Product Manager,Data Scientist"
u301,"Creative Writing,Java,Machine Learning",Sports,0.78,0.49,0.28,PhD,3,"Data Scientist,Financial Analyst,UX Designer"
u302,"Python,Business Strategy","Health,Arts,Sports",0.21,0.55,0.47,Bachelor,6,Product Manager
u303,"Machine Learning,Creative Writing","Arts,Education",0.9,0.24,0.22,High School,7,Financial Analyst
u304,"Project Management,Leadership",Sports,0.3,0.49,0.73,High School,0,"UX Designer,Software Engineer"
u305,"Excel,Project Management","Science,Technology",0.24,0.5,0.99,PhD,1,"Financial Analyst,UX Designer,Product Manager"
u306,"Excel,Cloud Computing,Python",Business,0.65,0.79,0.32,Master,6,Data Scientist
u307,"Project Management,Data Analysis,Python,Excel,Machine Learning","Technology,Business",0.67,0.87,0.57,Bachelor,8,"Data Scientist,Research Scientist"
u308,"Machine Learning,Business Strategy","Arts,Technology,Health",0.44,0.42,0.37,Master,4,"Research Scientist,Data Scientist,Product Manager"
u309,"Excel,Creative Writing,Python",Technology,0.73,0.42,1.0,Master,7,"UX Designer,Financial Analyst"
u310,"Business Strategy,Communication","Technology,Science",0.54,0.7,0.86,PhD,7,"Data Scientist,Marketing Specialist,Product Manager"
u311,"Cloud Computing,Java,Business Strategy,Machine Learning","Education,Health",0.82,0.22,0.29,PhD,1,"UX Designer,Business Analyst,Product Manager"
u312,"SQL,UI/UX,Creative Writing",Arts,0.56,0.73,0.6,Bachelor,8,"Product Manager,UX Designer"
u313,"Business Strategy,Excel","Management,Arts",0.98,0.32,0.26,High School,10,"Product Manager,Software Engineer"
u314,"Data Analysis,Cloud Computing",Sports,0.98,0.64,0.44,High School,4,Business Analyst
u315,"Communication,Java,Leadership","Education,Management",0.98,0.97,0.82,Bachelor,5,"Data Scientist,Financial Analyst,Software Engineer"
u316,"Machine Learning,Creative Writing","Business,Education,Management",0.95,0.57,0.7,Master,0,"Software Engineer,Business Analyst"
u317,"Business Strategy,Java,Communication","Arts,Management",0.87,0.21,0.64,PhD,10,"Research Scientist,Business Analyst,Marketing Specialist"
u318,"Project Management,Leadership,Machine Learning",Health,0.55,0.86,0.68,High School,1,"Research Scientist,Business Analyst,Marketing Specialist"
u319,"SQL,Leadership,UI/UX","Education,Management,Business",0.41,0.69,0.75,High School,10,Business Analyst
u320,"Python,Java,Project Management",Science,0.26,0.71,0.9,High School,4,Financial Analyst
u321,"Java,Communication,Python,Cloud Computing","Health,Management",0.9,0.3,0.8,Master,7,UX Designer
u322,"Excel,Java,Creative Writing,Data Analysis",Education,0.21,0.63,0.21,Master,1,Software Engineer
u323,"Statistics,UI/UX",Business,0.72,0.77,0.85,High School,2,"Software Engineer,Data Scientist,Marketing Specialist"
u324,"Java,Python,Statistics","Technology,Business",0.85,0.99,0.43,PhD,0,"Financial Analyst,Product Manager,Business Analyst"
u325,"Python,Cloud Computing,Creative Writing,Business Strategy",Business,0.67,0.28,0.58,PhD,5,Marketing Specialist
u326,"Project Management,Communication,Leadership","Science,Technology,Sports",0.5,0.69,0.32,PhD,0,Data Scientist
u327,"Java,Creative Writing","Arts,Business",0.63,0.83,0.27,PhD,6,Software Engineer
u328,"Project Management,SQL",Business,0.39,0.46,0.97,Bachelor,7,"Data Scientist,Research Scientist,Product Manager"
u329,"Statistics,Leadership","Technology,Arts,Sports",0.3,0.58,0.77,PhD,1,Business Analyst
u330,"Creative Writing,Communication,SQL","Business,Education",0.52,0.56,0.64,High School,3,"Marketing Specialist,Business Analyst,Financial Analyst"
u331,"Python,Statistics,Machine Learning","Sports,Science",0.42,0.23,0.45,High School,10,"Software Engineer,Research Scientist"
u332,"Creative Writing,Project Management",Education,0.21,0.92,0.97,High School,9,Software Engineer
u333,"Communication,Statistics",Business,0.93,0.62,0.66,Master,3,Research Scientist
u334,"Excel,Creative Writing","Science,Technology,Management",0.93,0.41,0.42,High School,2,"Business Analyst,UX Designer,Product Manager"
u335,"SQL,Business Strategy,Python,Excel","Science,Management,Business",0.24,0.3,0.64,Master,3,Research Scientist
u336,"SQL,Cloud Computing,Project Management,Statistics,Business Strategy","Management,Sports",0.84,0.62,0.62,Bachelor,5,"Research Scientist,Business Analyst"
u337,"UI/UX,Java","Management,Sports,Technology",0.81,0.26,0.41,High School,0,UX Designer
u338,"Java,Communication","Arts,Technology,Education",0.63,0.51,0.89,PhD,0,UX Designer
u339,"Communication,Java,Project Management,Data Analysis",Business,0.41,0.99,0.33,PhD,5,UX Designer
u340,"Creative Writing,Statistics,UI/UX","Science,Health,Management",0.62,0.99,0.21,Master,5,"Research Scientist,Product Manager"
u341,"Project Management,Business Strategy,Creative Writing,Communication,Statistics","Technology,Health",0.71,0.33,0.29,High School,0,Financial Analyst
u342,"Business Strategy,Python",Science,0.57,0.61,0.22,PhD,6,Financial Analyst
u343,"Cloud Computing,Communication",Arts,0.29,0.6,0.9,PhD,6,"Marketing Specialist,Business Analyst"
u344,"Leadership,Statistics",Business,0.64,0.42,0.41,Master,9,"Product Manager,Financial Analyst,Software Engineer"
u345,"SQL,Leadership",Business,0.86,0.96,0.8,High School,3,Business Analyst
u346,"Excel,SQL,Project Management",Education,0.89,0.87,0.94,High School,10,"Product Manager,Business Analyst,Marketing Specialist"
u347,"Creative Writing,Business Strategy","Sports,Business,Education",0.3,0.39,0.47,Master,6,Financial Analyst
u348,"SQL,Machine Learning,Data Analysis,Creative Writing","Science,Business",0.41,0.75,0.79,PhD,7,"Data Scientist,UX Designer,Research Scientist"
u349,"Machine Learning,Leadership,Excel,Python","Arts,Sports",0.44,0.46,0.27,Bachelor,9,Business Analyst
u350,"Excel,Data Analysis,Cloud Computing,Business Strategy,Java",Health,0.98,0.31,0.3,Bachelor,6,"Business Analyst,Software Engineer,Research Scientist"
u351,"Creative Writing,Project Management,Data Analysis,Business Strategy,Machine Learning","Science,Sports,Health",0.64,0.98,0.91,High School,1,Data Scientist
u352,"Statistics,Machine Learning,Java,Creative Writing","Management,Business,Technology",0.97,0.65,0.63,High School,7,"Financial Analyst,Marketing Specialist,Research Scientist"
u353,"Communication,Java,Excel,Leadership,Cloud Computing",Health,0.2,0.37,0.72,High School,5,"Financial Analyst,Product Manager"
u354,"SQL,Excel,Machine Learning","Sports,Science",0.97,0.39,0.35,PhD,2,Product Manager
u355,"Business Strategy,Excel","Business,Education,Arts",0.77,0.27,0.38,Bachelor,8,"Marketing Specialist,Financial Analyst"
u356,"Cloud Computing,Data Analysis,Leadership,Machine Learning",Science,0.66,0.83,0.77,PhD,10,Business Analyst
u357,"Java,Statistics","Technology,Management",0.61,0.37,0.53,High School,1,Software Engineer
u358,"Data Analysis,Leadership,Project Management,SQL","Business,Management",0.88,0.66,0.68,PhD,1,Software Engineer
u359,"Cloud Computing,Business Strategy","Education,Management",0.62,0.25,0.79,PhD,2,"Data Scientist,Financial Analyst,Business Analyst"
u360,"Statistics,Communication,Machine Learning","Management,Education,Health",0.66,0.91,0.35,Bachelor,5,Software Engineer
u361,"Machine Learning,Creative Writing","Science,Sports,Management",0.88,0.84,0.85,PhD,2,"Software Engineer,Marketing Specialist,Financial Analyst"
u362,"SQL,UI/UX,Python,Java,Data Analysis",Sports,0.55,0.28,0.94,Bachelor,10,"Software Engineer,Data Scientist"
u363,"Data Analysis,Project Management,Java","Science,Arts,Business",0.53,0.66,0.38,High School,9,"Data Scientist,Financial Analyst,Product Manager"
u364,"Creative Writing,Communication,Data Analysis","Health,Sports",0.67,0.41,0.99,PhD,6,"UX Designer,Research Scientist,Product Manager"
u365,"Machine Learning,Java","Management,Business,Health",0.54,0.37,0.81,High School,6,"Marketing Specialist,Research Scientist,Financial Analyst"
u366,"Leadership,UI/UX,Communication,Java,Business Strategy",Management,0.68,0.26,0.22,Bachelor,9,Product Manager
u367,"Creative Writing,Python","Sports,Management,Technology",0.29,0.6,0.83,Bachelor,10,"Data Scientist,Research Scientist,Business Analyst"
u368,"Communication,Python,Cloud Computing",Science,0.55,0.57,0.56,PhD,10,"Data Scientist,UX Designer"
u369,"Creative Writing,Data Analysis,Statistics,Cloud Computing,Leadership","Arts,Science",0.96,0.93,0.58,PhD,0,Data Scientist
u370,"Statistics,Cloud Computing,Data Analysis,SQL",Technology,0.79,0.93,0.85,High School,1,"Business Analyst,Product Manager,Software Engineer"
u371,"Business Strategy,Leadership,Excel",Education,0.4,0.99,0.98,Bachelor,3,Product Manager
u372,"Python,Cloud Computing,Excel,Creative Writing,Leadership","Science,Arts",0.26,0.21,0.98,High School,0,Financial Analyst
u373,"Business Strategy,Cloud Computing,Java",Education,0.86,0.27,0.72,High School,0,"Financial Analyst,Marketing Specialist,Software Engineer"
u374,"Communication,Statistics,UI/UX,Business Strategy,SQL","Business,Health,Management",0.58,0.73,0.58,High School,3,"Financial Analyst,UX Designer"
u375,"Machine Learning,Data Analysis,Statistics,Cloud Computing,Business Strategy","Business,Arts",0.6,0.8,0.86,PhD,10,"Product Manager,Financial Analyst"
u376,"Python,Business Strategy,Project Management,Machine Learning","Business,Technology",0.54,0.54,0.48,High School,7,"Data Scientist,Product Manager"
u377,"Java,UI/UX,Excel,Communication",Technology,0.22,0.23,0.5,High School,6,"Research Scientist,Business Analyst,Marketing Specialist"
u378,"Python,Cloud Computing,SQL","Science,Sports",0.42,0.5,0.39,Master,9,"Software Engineer,UX Designer"
u379,"Machine Learning,Python,Communication,Cloud Computing,Excel","Health,Management",0.95,0.89,0.52,PhD,7,"Marketing Specialist,Business Analyst"
u380,"Machine Learning,UI/UX",Arts,0.48,0.83,0.67,Bachelor,2,"Research Scientist,Financial Analyst"
u381,"Leadership,Data Analysis,UI/UX,Statistics,Machine Learning","Business,Management",0.23,0.29,0.97,Bachelor,9,"Marketing Specialist,UX Designer,Software Engineer"
u382,"Excel,Python,UI/UX,Java,Statistics","Technology,Health,Arts",0.56,1.0,0.79,Master,1,Data Scientist
u383,"SQL,Statistics","Technology,Arts",0.28,0.86,0.4,Master,9,"Financial Analyst,Research Scientist,Marketing Specialist"
u384,"Java,Statistics","Technology,Management",0.82,0.73,0.89,Master,1,"Business Analyst,Software Engineer"
u385,"Communication,Creative Writing","Science,Arts,Health",0.41,0.27,0.75,Master,2,"UX Designer,Product Manager"
u386,"Python,SQL,Creative Writing,Leadership,UI/UX","Management,Health,Sports",0.47,0.49,0.84,PhD,1,"Marketing Specialist,Business Analyst,Data Scientist"
u387,"Creative Writing,Communication,Machine Learning","Science,Education,Health",0.61,0.28,0.85,High School,2,"Data Scientist,Financial Analyst"
u388,"Statistics,Data Analysis",Sports,0.97,0.26,0.87,Master,9,Business Analyst
u389,"UI/UX,Java,Statistics,SQL","Arts,Sports",0.93,0.49,0.67,Bachelor,2,Data Scientist
u390,"Creative Writing,Excel,UI/UX,Communication,Python",Arts,0.71,0.95,0.92,Master,7,"Business Analyst,Data Scientist"
u391,"Leadership,Cloud Computing","Arts,Business,Technology",0.38,0.9,0.39,Bachelor,0,"Research Scientist,Product Manager"
u392,"UI/UX,Java","Arts,Education,Sports",0.92,0.28,0.99,Bachelor,0,"Product Manager,Research Scientist"
u393,"Data Analysis,Creative Writing,Project Management,SQL","Business,Management,Education",0.24,0.63,0.9,Master,0,Product Manager
u394,"SQL,Business Strategy,Data Analysis,Statistics","Technology,Health,Arts",0.38,0.92,0.55,Bachelor,1,"Marketing Specialist,Research Scientist"
u395,"Leadership,UI/UX,Statistics,Cloud Computing",Business,0.68,0.7,0.7,Bachelor,5,"Software Engineer,Business Analyst"
u396,"Project Management,SQL","Health,Management",0.74,0.69,0.69,High School,6,"Research Scientist,Marketing Specialist,Financial Analyst"
u397,"Machine Learning,Python,Data Analysis,Cloud Computing,Excel",Education,0.85,0.87,0.72,Master,2,Financial Analyst
u398,"UI/UX,Java,Business Strategy,Cloud Computing","Arts,Science,Health",0.83,0.33,0.58,Bachelor,1,"Marketing Specialist,Data Scientist"
u399,"Statistics,Python,Machine Learning",Health,0.72,0.26,0.76,PhD,4,Data Scientist
u400,"Python,Data Analysis","Education,Technology,Sports",0.47,0.84,0.67,PhD,9,"Product Manager,Business Analyst"
u401,"Project Management,Data Analysis,Communication,Excel","Technology,Arts",0.41,0.88,0.29,PhD,9,UX Designer
u402,"Creative Writing,Python","Arts,Sports",0.23,0.41,0.49,Bachelor,0,Product Manager
u403,"SQL,Java,Statistics,Leadership",Health,0.46,0.36,0.78,PhD,8,"Financial Analyst,UX Designer"
u404,"Cloud Computing,Statistics,Python,Data Analysis","Education,Business",0.33,0.91,0.92,PhD,9,"Software Engineer,Financial Analyst,Research Scientist"
u405,"Statistics,Project Management,Machine Learning","Management,Technology,Education",0.36,0.39,0.44,Bachelor,2,Financial Analyst
u406,"Python,Creative Writing,Java,Data Analysis,Machine Learning","Arts,Management,Technology",0.95,0.81,0.28,High School,2,"Business Analyst,UX Designer,Financial Analyst"
u407,"Data Analysis,SQL,Python,Cloud Computing,UI/UX",Management,0.29,0.68,0.99,Master,1,"UX Designer,Business Analyst,Marketing Specialist"
u408,"Statistics,Creative Writing,Business Strategy","Management,Science",0.58,0.98,0.69,High School,2,"Research Scientist,Marketing Specialist"
u409,"Cloud Computing,Machine Learning,Excel",Health,0.98,0.88,0.45,PhD,1,"Marketing Specialist,Research Scientist,UX Designer"
u410,"Java,Excel,Statistics,Cloud Computing","Technology,Health",0.24,0.99,0.81,Master,5,Research Scientist
u411,"Excel,Python","Technology,Health",0.95,0.45,0.39,Master,1,"Product Manager,Data Scientist,Business Analyst"
u412,"Excel,Leadership,SQL,Data Analysis,Communication","Education,Management",0.91,0.63,0.96,Master,5,"Business Analyst,Marketing Specialist,Product Manager"
u413,"Project Management,Statistics,Leadership,Creative Writing,Business Strategy",Education,0.62,0.75,0.32,Master,6,UX Designer
u414,"SQL,Creative Writing","Sports,Education,Technology",0.31,0.81,0.55,PhD,4,"Business Analyst,Financial Analyst"
u415,"Creative Writing,Cloud Computing","Sports,Technology,Education",0.9,0.44,0.74,Master,7,Product Manager
u416,"Data Analysis,Statistics,Java,Communication","Education,Business",0.64,0.42,0.85,Bachelor,4,"UX Designer,Business Analyst"
u417,"SQL,Project Management,Business Strategy,Java,Data Analysis","Sports,Management",0.79,0.33,0.51,Bachelor,7,"UX Designer,Financial Analyst"
u418,"Cloud Computing,Excel,Communication,Creative Writing","Science,Technology,Arts",0.31,0.48,0.28,Master,7,"Business Analyst,Data Scientist,Software Engineer"
u419,"Java,Data Analysis,Statistics,Cloud Computing,Project Management",Technology,0.52,0.58,0.36,Bachelor,0,"Software Engineer,Financial Analyst"
u420,"Statistics,Data Analysis,Leadership",Education,0.89,0.34,0.64,Master,0,"Software Engineer,Research Scientist,Financial Analyst"
u421,"Leadership,Creative Writing,Project Management,Statistics",Business,0.75,0.43,0.96,Master,6,"Business Analyst,UX Designer"
u422,"Statistics,Project Management,Business Strategy,Cloud Computing","Science,Management,Health",0.72,0.93,0.63,High School,8,"Product Manager,UX Designer,Research Scientist"
u423,"UI/UX,Cloud Computing,Machine Learning","Arts,Sports,Education",0.24,0.96,0.8,High School,6,"Data Scientist,Financial Analyst,Marketing Specialist"
u424,"Creative Writing,Data Analysis,UI/UX,Project Management,Python",Arts,0.96,0.37,0.29,High School,3,"Software Engineer,Financial Analyst"
u425,"Creative Writing,Cloud Computing","Education,Business,Health",0.3,0.9,0.35,PhD,7,UX Designer
u426,"Business Strategy,Python,Leadership,Communication","Health,Education",0.79,0.26,0.27,Master,6,"Research Scientist,Financial Analyst,Data Scientist"
u427,"Communication,Excel","Business,Sports",0.48,0.77,0.72,Bachelor,4,UX Designer
u428,"Excel,Python","Education,Sports",0.25,0.24,0.22,Master,9,"Business Analyst,Data Scientist,Marketing Specialist"
u429,"Project Management,Statistics","Management,Science,Technology",0.37,0.66,0.4,PhD,8,"Data Scientist,UX Designer,Software Engineer"
u430,"Creative Writing,Cloud Computing,Machine Learning,Excel","Sports,Arts,Management",0.67,0.22,0.75,Bachelor,3,"Marketing Specialist,Product Manager"
u431,"Excel,UI/UX","Business,Science,Management",0.31,0.68,0.9,PhD,2,Business Analyst
u432,"Creative Writing,Java,Business Strategy","Business,Education",0.57,0.8,0.9,Bachelor,6,"Business Analyst,Product Manager"
u433,"Statistics,Leadership,Business Strategy,SQL","Science,Arts",0.26,0.73,0.73,Master,6,"Research Scientist,Business Analyst"
u434,"Excel,Machine Learning,UI/UX","Education,Management",0.93,0.85,0.91,Bachelor,2,"Data Scientist,Research Scientist,Marketing Specialist"
u435,"Business Strategy,Data Analysis,Creative Writing,SQL",Business,0.29,0.26,1.0,High School,8,"Software Engineer,Business Analyst"
u436,"Machine Learning,Communication,Cloud Computing,SQL,Statistics","Science,Business",0.74,0.38,0.86,Bachelor,1,Software Engineer
u437,"Python,Communication,SQL","Sports,Business,Arts",0.89,0.59,0.98,Master,10,"Software Engineer,Data Scientist,Business Analyst"
u438,"Communication,Machine Learning,SQL,Python","Education,Sports,Technology",0.67,0.64,0.96,Master,5,Software Engineer
u439,"Leadership,Python,Excel,SQL","Education,Business,Science",0.49,0.46,0.89,PhD,4,"Research Scientist,Marketing Specialist,UX Designer"
u440,"Communication,SQL","Business,Management",0.59,0.43,0.3,High School,8,Marketing Specialist
u441,"Data Analysis,Leadership",Management,0.26,0.34,0.39,Master,9,"Business Analyst,Product Manager"
u442,"UI/UX,Excel,Machine Learning,Python,Communication",Health,0.7,0.35,0.51,PhD,4,"Financial Analyst,UX Designer"
u443,"Machine Learning,Data Analysis,UI/UX","Health,Science",0.28,0.39,0.51,Bachelor,9,UX Designer
u444,"Leadership,UI/UX","Science,Business",0.41,0.84,0.74,Bachelor,6,"Software Engineer,Marketing Specialist,Research Scientist"
u445,"Statistics,Excel,Communication","Health,Management",0.47,0.97,0.55,High School,1,"Research Scientist,Data Scientist,Business Analyst"
u446,"Python,Statistics",Science,0.95,0.47,0.98,Master,1,Product Manager
u447,"Machine Learning,Cloud Computing,Data Analysis,Business Strategy","Management,Science,Business",0.81,0.22,0.2,PhD,7,Software Engineer
u448,"Project Management,Communication","Arts,Management,Technology",0.93,0.65,0.94,PhD,9,"Business Analyst,Financial Analyst"
u449,"Project Management,Data Analysis,SQL","Science,Arts,Business",0.71,0.47,0.5,High School,10,"UX Designer,Business Analyst,Software Engineer"
u450,"Python,Business Strategy,Communication","Health,Education,Technology",0.84,0.78,0.37,PhD,10,"Financial Analyst,Product Manager,Data Scientist"
